trip_date,direction,stop_seq,stop_name,arr_time_wib,dep_time_wib,dwell_s,board,alight,load_before,load_after,cap,stop_idx,hour,dow,is_weekend,direction_num,prev_load,load_prior,board_prior,alight_prior,forecast
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T06:31:52.122180+07:07,2025-08-01T06:32:13.122180+07:07,21,20,22,53,51,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T06:36:21.621936+07:07,2025-08-01T06:36:44.621936+07:07,23,20,14,51,57,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T05:30:00+07:07,2025-08-01T05:30:27+07:07,27,18,0,0,18,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T05:33:37.234123+07:07,2025-08-01T05:34:22.234123+07:07,45,6,2,18,22,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,3,Kejaksaan Agung,2025-08-01T05:37:54.301681+07:07,2025-08-01T05:38:19.301681+07:07,25,11,1,22,32,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,4,Masjid Agunng,2025-08-01T05:41:48.469556+07:07,2025-08-01T05:42:08.469556+07:07,20,19,1,32,50,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,5,Bundaran Senayan,2025-08-01T05:45:51.180339+07:07,2025-08-01T05:46:18.180339+07:07,27,15,0,50,65,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,6,Gelora Bung Karno,2025-08-01T05:49:50.049681+07:07,2025-08-01T05:50:34.049681+07:07,44,9,3,65,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,7,Polda Metro Jaya,2025-08-01T05:53:35.357112+07:07,2025-08-01T05:53:56.357112+07:07,21,8,0,71,79,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,8,Bendungan Hilir,2025-08-01T05:57:18.591830+07:07,2025-08-01T05:57:40.591830+07:07,22,1,4,79,76,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,9,Karet,2025-08-01T06:01:30.679115+07:07,2025-08-01T06:02:10.679115+07:07,40,4,8,76,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,10,Dukuh Atas 1,2025-08-01T06:06:39.292493+07:07,2025-08-01T06:07:52.292493+07:07,73,8,22,72,58,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,11,Tosari,2025-08-01T06:12:24.997387+07:07,2025-08-01T06:13:37.997387+07:07,73,17,30,58,45,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,12,Bundaran HI ASTRA,2025-08-01T06:17:47.278207+07:07,2025-08-01T06:18:39.278207+07:07,52,11,30,45,26,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,13,M.H Thamrin,2025-08-01T06:23:28.477739+07:07,2025-08-01T06:24:38.477739+07:07,70,17,21,26,22,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,14,Kebon Sirih,2025-08-01T06:28:45.622303+07:07,2025-08-01T06:29:54.622303+07:07,69,29,21,22,30,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,15,Monumen Nasional,2025-08-01T06:34:01.476155+07:07,2025-08-01T06:35:01.476155+07:07,60,17,22,30,25,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,16,Harmoni,2025-08-01T06:39:09.092068+07:07,2025-08-01T06:39:46.092068+07:07,37,17,14,25,28,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,17,Sawah Besar,2025-08-01T06:44:29.111756+07:07,2025-08-01T06:44:53.111756+07:07,24,23,4,28,47,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,18,Mangga Besar,2025-08-01T06:49:30.521599+07:07,2025-08-01T06:50:12.521599+07:07,42,30,17,47,60,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,19,Taman Sari,2025-08-01T06:54:40.702414+07:07,2025-08-01T06:55:14.702414+07:07,34,15,14,60,61,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,20,Glodok,2025-08-01T06:59:14.998212+07:07,2025-08-01T06:59:37.998212+07:07,23,19,13,61,67,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,21,Kota,2025-08-01T07:03:59.601913+07:07,2025-08-01T07:04:30.601913+07:07,31,13,17,67,63,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T07:09:07.233197+07:07,2025-08-01T07:09:42.233197+07:07,35,16,21,63,58,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T07:14:01.150558+07:07,2025-08-01T07:14:39.150558+07:07,38,15,12,58,61,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T06:00:00+07:07,2025-08-01T06:00:35+07:07,35,62,0,0,62,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T06:04:35.998358+07:07,2025-08-01T06:05:08.998358+07:07,33,18,4,62,76,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,3,Kejaksaan Agung,2025-08-01T06:09:27.754610+07:07,2025-08-01T06:10:06.754610+07:07,39,4,2,76,78,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,4,Masjid Agunng,2025-08-01T06:14:54.988280+07:07,2025-08-01T06:15:20.988280+07:07,26,2,6,78,74,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,5,Bundaran Senayan,2025-08-01T06:19:50.928129+07:07,2025-08-01T06:20:15.928129+07:07,25,6,4,74,76,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,6,Gelora Bung Karno,2025-08-01T06:24:41.625280+07:07,2025-08-01T06:25:24.625280+07:07,43,4,6,76,74,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,7,Polda Metro Jaya,2025-08-01T06:29:59.005209+07:07,2025-08-01T06:30:22.005209+07:07,23,6,14,74,66,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,8,Bendungan Hilir,2025-08-01T06:35:11.902898+07:07,2025-08-01T06:35:47.902898+07:07,36,14,14,66,66,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,9,Karet,2025-08-01T06:40:03.022389+07:07,2025-08-01T06:40:31.022389+07:07,28,14,6,66,74,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,10,Dukuh Atas 1,2025-08-01T06:44:39.520145+07:07,2025-08-01T06:45:47.520145+07:07,68,6,30,74,50,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,11,Tosari,2025-08-01T06:50:02.469386+07:07,2025-08-01T06:51:03.469386+07:07,61,14,32,50,32,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,12,Bundaran HI ASTRA,2025-08-01T06:55:37.018194+07:07,2025-08-01T06:56:50.018194+07:07,73,12,30,32,14,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,13,M.H Thamrin,2025-08-01T07:01:03.788672+07:07,2025-08-01T07:02:00.788672+07:07,57,18,14,14,18,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,14,Kebon Sirih,2025-08-01T07:06:26.977016+07:07,2025-08-01T07:07:23.977016+07:07,57,20,18,18,20,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,15,Monumen Nasional,2025-08-01T07:11:25.758184+07:07,2025-08-01T07:12:19.758184+07:07,54,13,12,20,21,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,16,Harmoni,2025-08-01T07:17:06.098298+07:07,2025-08-01T07:17:39.098298+07:07,33,20,12,21,29,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,17,Sawah Besar,2025-08-01T07:21:53.307565+07:07,2025-08-01T07:22:31.307565+07:07,38,27,13,29,43,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,18,Mangga Besar,2025-08-01T07:26:38.679036+07:07,2025-08-01T07:27:15.679036+07:07,37,27,10,43,60,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,19,Taman Sari,2025-08-01T07:32:08.060995+07:07,2025-08-01T07:32:53.060995+07:07,45,15,17,60,58,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,20,Glodok,2025-08-01T07:37:45.477785+07:07,2025-08-01T07:38:24.477785+07:07,39,19,11,58,66,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,21,Kota,2025-08-01T07:43:23.129774+07:07,2025-08-01T07:43:43.129774+07:07,20,14,21,66,59,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T07:48:41.212464+07:07,2025-08-01T07:49:24.212464+07:07,43,21,16,59,64,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T07:53:45.761595+07:07,2025-08-01T07:54:19.761595+07:07,34,14,12,64,66,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T06:30:00+07:07,2025-08-01T06:30:41+07:07,41,57,0,0,57,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T06:34:47.017715+07:07,2025-08-01T06:35:18.017715+07:07,31,23,2,57,78,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,3,Kejaksaan Agung,2025-08-01T06:39:39.968205+07:07,2025-08-01T06:40:17.968205+07:07,38,2,3,78,77,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,4,Masjid Agunng,2025-08-01T06:45:11.144840+07:07,2025-08-01T06:45:47.144840+07:07,36,3,5,77,75,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,5,Bundaran Senayan,2025-08-01T06:50:01.482483+07:07,2025-08-01T06:50:30.482483+07:07,29,5,4,75,76,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,6,Gelora Bung Karno,2025-08-01T06:55:28.913253+07:07,2025-08-01T06:56:00.913253+07:07,32,4,8,76,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,7,Polda Metro Jaya,2025-08-01T07:00:03.267461+07:07,2025-08-01T07:00:47.267461+07:07,44,8,6,72,74,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,8,Bendungan Hilir,2025-08-01T07:05:12.346977+07:07,2025-08-01T07:05:32.346977+07:07,20,6,8,74,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,9,Karet,2025-08-01T07:10:21.632570+07:07,2025-08-01T07:10:48.632570+07:07,27,8,8,72,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,10,Dukuh Atas 1,2025-08-01T07:15:35.128064+07:07,2025-08-01T07:16:41.128064+07:07,66,8,36,72,44,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,11,Tosari,2025-08-01T07:21:38.424723+07:07,2025-08-01T07:22:38.424723+07:07,60,11,35,44,20,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,12,Bundaran HI ASTRA,2025-08-01T07:27:21.915070+07:07,2025-08-01T07:28:17.915070+07:07,56,19,20,20,19,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,13,M.H Thamrin,2025-08-01T07:32:47.112033+07:07,2025-08-01T07:33:54.112033+07:07,67,21,19,19,21,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,14,Kebon Sirih,2025-08-01T07:38:28.429975+07:07,2025-08-01T07:39:34.429975+07:07,66,16,20,21,17,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,15,Monumen Nasional,2025-08-01T07:44:11.288217+07:07,2025-08-01T07:45:10.288217+07:07,59,20,17,17,20,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,16,Harmoni,2025-08-01T07:49:12.689031+07:07,2025-08-01T07:49:48.689031+07:07,36,16,15,20,21,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,17,Sawah Besar,2025-08-01T07:54:05.281317+07:07,2025-08-01T07:54:44.281317+07:07,39,31,12,21,40,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,18,Mangga Besar,2025-08-01T07:59:03.448308+07:07,2025-08-01T07:59:39.448308+07:07,36,20,13,40,47,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,19,Taman Sari,2025-08-01T08:03:58.904875+07:07,2025-08-01T08:04:36.904875+07:07,38,16,11,47,52,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,20,Glodok,2025-08-01T08:09:02.741447+07:07,2025-08-01T08:09:34.741447+07:07,32,25,12,52,65,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,21,Kota,2025-08-01T08:13:56.239664+07:07,2025-08-01T08:14:32.239664+07:07,36,15,19,65,61,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T08:19:00.405036+07:07,2025-08-01T08:19:40.405036+07:07,40,16,15,61,62,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T08:24:24.485331+07:07,2025-08-01T08:24:52.485331+07:07,28,14,9,62,67,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T07:00:00+07:07,2025-08-01T07:00:38+07:07,38,62,0,0,62,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T07:05:27.441467+07:07,2025-08-01T07:06:12.441467+07:07,45,18,1,62,79,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,3,Kejaksaan Agung,2025-08-01T07:11:00.981489+07:07,2025-08-01T07:11:23.981489+07:07,23,1,4,79,76,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,4,Masjid Agunng,2025-08-01T07:15:26.995539+07:07,2025-08-01T07:15:56.995539+07:07,30,4,5,76,75,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,5,Bundaran Senayan,2025-08-01T07:20:38.074785+07:07,2025-08-01T07:21:05.074785+07:07,27,5,9,75,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,6,Gelora Bung Karno,2025-08-01T07:25:32.480106+07:07,2025-08-01T07:25:58.480106+07:07,26,9,9,71,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,7,Polda Metro Jaya,2025-08-01T07:30:49.599955+07:07,2025-08-01T07:31:25.599955+07:07,36,9,14,71,66,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,8,Bendungan Hilir,2025-08-01T07:36:23.709850+07:07,2025-08-01T07:36:54.709850+07:07,31,14,7,66,73,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,9,Karet,2025-08-01T07:41:36.781236+07:07,2025-08-01T07:42:18.781236+07:07,42,7,8,73,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,10,Dukuh Atas 1,2025-08-01T07:47:15.669922+07:07,2025-08-01T07:48:28.669922+07:07,73,8,37,72,43,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,11,Tosari,2025-08-01T07:53:24.784268+07:07,2025-08-01T07:54:34.784268+07:07,70,14,30,43,27,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,12,Bundaran HI ASTRA,2025-08-01T07:58:53.322458+07:07,2025-08-01T07:59:55.322458+07:07,62,14,18,27,23,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,13,M.H Thamrin,2025-08-01T08:04:40.370094+07:07,2025-08-01T08:05:54.370094+07:07,74,17,22,23,18,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,14,Kebon Sirih,2025-08-01T08:10:40.906523+07:07,2025-08-01T08:11:32.906523+07:07,52,25,17,18,26,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,15,Monumen Nasional,2025-08-01T08:16:29.479687+07:07,2025-08-01T08:17:33.479687+07:07,64,13,16,26,23,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,16,Harmoni,2025-08-01T08:22:11.441857+07:07,2025-08-01T08:22:33.441857+07:07,22,20,19,23,24,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,17,Sawah Besar,2025-08-01T08:27:07.973970+07:07,2025-08-01T08:27:32.973970+07:07,25,21,12,24,33,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,18,Mangga Besar,2025-08-01T08:31:40.124239+07:07,2025-08-01T08:32:18.124239+07:07,38,19,12,33,40,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,19,Taman Sari,2025-08-01T08:36:50.178794+07:07,2025-08-01T08:37:28.178794+07:07,38,14,17,40,37,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,20,Glodok,2025-08-01T08:41:28.269327+07:07,2025-08-01T08:41:54.269327+07:07,26,31,19,37,49,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,21,Kota,2025-08-01T08:46:20.148336+07:07,2025-08-01T08:46:56.148336+07:07,36,31,17,49,63,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T08:51:13.884311+07:07,2025-08-01T08:51:42.884311+07:07,29,17,13,63,67,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T08:56:03.603255+07:07,2025-08-01T08:56:47.603255+07:07,44,13,13,67,67,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T07:30:00+07:07,2025-08-01T07:30:23+07:07,23,65,0,0,65,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T07:35:08.041690+07:07,2025-08-01T07:35:39.041690+07:07,31,15,8,65,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,3,Kejaksaan Agung,2025-08-01T07:40:32.370858+07:07,2025-08-01T07:40:52.370858+07:07,20,8,2,72,78,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,4,Masjid Agunng,2025-08-01T07:45:22.568292+07:07,2025-08-01T07:45:43.568292+07:07,21,2,9,78,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,5,Bundaran Senayan,2025-08-01T07:50:14.864047+07:07,2025-08-01T07:50:45.864047+07:07,31,9,10,71,70,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,6,Gelora Bung Karno,2025-08-01T07:55:34.406529+07:07,2025-08-01T07:56:03.406529+07:07,29,10,8,70,72,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,7,Polda Metro Jaya,2025-08-01T08:00:27.797916+07:07,2025-08-01T08:01:01.797916+07:07,34,8,11,72,69,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,8,Bendungan Hilir,2025-08-01T08:05:08.631557+07:07,2025-08-01T08:05:50.631557+07:07,42,11,7,69,73,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,9,Karet,2025-08-01T08:09:52.139313+07:07,2025-08-01T08:10:22.139313+07:07,30,7,9,73,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,10,Dukuh Atas 1,2025-08-01T08:14:41.969636+07:07,2025-08-01T08:15:44.969636+07:07,63,9,22,71,58,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,11,Tosari,2025-08-01T08:19:48.166680+07:07,2025-08-01T08:20:54.166680+07:07,66,22,22,58,58,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,12,Bundaran HI ASTRA,2025-08-01T08:25:06.976835+07:07,2025-08-01T08:26:00.976835+07:07,54,22,31,58,49,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,13,M.H Thamrin,2025-08-01T08:30:01.596478+07:07,2025-08-01T08:31:09.596478+07:07,68,18,30,49,37,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,14,Kebon Sirih,2025-08-01T08:35:10.696548+07:07,2025-08-01T08:36:05.696548+07:07,55,23,13,37,47,80,0,0,0,0,0,0,0,0,0,13
2025-08-01,BlokM→Kota,15,Monumen Nasional,2025-08-01T08:40:54.631413+07:07,2025-08-01T08:42:02.631413+07:07,68,12,12,47,47,80,0,0,0,0,0,0,0,0,0,11
2025-08-01,BlokM→Kota,16,Harmoni,2025-08-01T08:46:51.321615+07:07,2025-08-01T08:47:31.321615+07:07,40,22,18,47,51,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,17,Sawah Besar,2025-08-01T08:51:32.000911+07:07,2025-08-01T08:52:12.000911+07:07,40,15,11,51,55,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,18,Mangga Besar,2025-08-01T08:56:12.541010+07:07,2025-08-01T08:56:48.541010+07:07,36,17,16,55,56,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,19,Taman Sari,2025-08-01T09:01:47.952598+07:07,2025-08-01T09:02:10.952598+07:07,23,9,9,56,56,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,20,Glodok,2025-08-01T09:05:25.390559+07:07,2025-08-01T09:05:59.390559+07:07,34,5,5,56,56,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,21,Kota,2025-08-01T09:09:54.232128+07:07,2025-08-01T09:10:17.232128+07:07,23,19,10,56,65,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-01T09:13:21.617867+07:07,2025-08-01T09:14:03.617867+07:07,42,8,9,65,64,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,23,Kali Besar,2025-08-01T09:17:45.864894+07:07,2025-08-01T09:18:28.864894+07:07,43,7,7,64,64,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,1,Blok M,2025-08-01T08:00:00+07:07,2025-08-01T08:00:28+07:07,28,56,0,0,56,80,0,0,0,0,0,0,0,0,0,12
2025-08-01,BlokM→Kota,2,ASEAN,2025-08-01T08:05:07.144199+07:07,2025-08-01T08:05:52.144199+07:07,45,24,2,56,78,80,0,0,0,0,0,0,0,0,0,12
