direction,stop_seq,hour,board_prior,alight_prior,load_prior
0,5,14,11.15636290091882,2.6852691604279832,74.13885365800901
0,5,15,6.089187239340336,2.88152447512344,76.58718160534629
0,5,16,6.618078563536536,3.6163110725968006,76.03373634512582
0,5,17,9.796372246056382,3.5880411853585117,63.76147217500105
0,5,18,9.910773882926934,4.117603233679925,62.384747966639736
0,5,19,9.215814193009924,3.209774467859633,64.79101340251574
0,5,20,12.473651872215228,2.115578583402545,58.79508081636239
0,5,21,13.013029500818412,1.9317954350135815,61.65782491443062
0,6,5,8.217027281977401,2.8574614960662097,65.83957834878198
0,6,6,8.046544725399395,6.5814452879650664,70.33344933317139
0,6,7,8.514595616626089,6.9924949888768895,70.00410115841628
0,6,8,7.7615655794412675,6.3953953095083556,69.06340965095781
0,6,9,5.9680894799097395,3.289276590135197,73.35567862343095
0,6,10,4.911207690516384,3.268798294573326,72.56172389884043
0,6,11,5.559863728612245,3.332203704157427,76.29776248982564
0,6,12,4.748384907368,2.417440374043333,77.2849913854039
0,6,13,5.525659438710218,3.1670813633383283,75.65976871608159
0,6,14,5.285466265085518,3.440218316610124,75.98410160648442
0,6,15,3.3981892417326645,3.3727407274995276,76.61263011957944
0,6,16,3.966263654874179,4.685173094588433,75.31482690541156
0,6,17,8.18592518527925,4.050831451665243,67.89656590861506
0,6,18,8.770270680022803,4.391766132063149,66.76325251459939
0,6,19,8.330105494357946,3.914920542233542,69.20619835464015
0,6,20,9.56754280584399,2.529497071945346,65.83312655026104
0,6,21,9.49118429713392,2.6271316719891793,68.52187753957536
0,7,5,6.606504986373673,2.40256708951789,70.04351624563778
0,7,6,7.350442002114354,5.411958851801631,71.66860290696626
0,7,7,7.973787844398237,5.740532527107631,73.00294946039834
0,7,8,8.710932155895138,7.187092843164289,70.21318937040905
0,7,9,5.389966055518245,3.3517577281617172,74.99165316138479
0,7,10,5.1499011238571315,3.1225352039549343,74.58908981874262
0,7,11,3.6923816338349673,3.153157994046259,76.83698612961435
0,7,12,2.5981821902302067,3.2864858179410743,76.59668775769303
0,7,13,3.859346847984975,2.985232784897033,76.53388277916953
0,7,14,3.8779197057939516,3.38553762220344,76.47648369007493
0,7,15,3.374565236463401,3.911067422138086,76.07612793390474
0,7,16,5.407434772719334,5.3153711560351065,74.68462884396489
0,7,17,5.7856124541075795,4.7239609127279225,72.44395315963136
0,7,18,8.186335636809376,4.453732120990478,70.36204687398335
0,7,19,6.267623289590073,3.856962105021464,70.32922703202271
0,7,20,6.333942191845563,2.1308881636634136,70.0361805784432
0,7,21,6.840569316476066,2.087563271004994,73.27488358504642
0,8,5,5.4429882903973414,2.1049040515364688,73.42279551895054
0,8,6,6.393621319100518,6.580671207720963,71.31299253144388
0,8,7,6.445158449613125,5.771616239883442,73.65444737895757
0,8,8,7.825075608332656,6.12512841993622,72.15239397918842
0,8,9,4.549533308932073,3.3914170026827786,75.40335504869697
0,8,10,4.484239066211313,3.2182719262917483,75.85505695866219
0,8,11,3.143606714832024,3.357878510731999,76.61698049031344
0,8,12,3.351285021746107,3.0167527192326498,76.9406317245545
0,8,13,3.4312889379871225,3.2725505643233483,76.6926211528333
0,8,14,3.5019129120542085,2.895603467491732,77.07903260422776
0,8,15,3.9114324396790874,3.8329819513867447,76.1558717642412
0,8,16,5.29956997303754,4.952076813089984,75.04487440642221
0,8,17,5.607597356064429,4.005254066816257,74.46740783168168
0,8,18,6.466596980902459,4.319642243007294,72.62614075899515
0,8,19,6.324964268103821,4.365730030947234,72.26436339778813
0,8,20,4.687119472956439,2.344154178936799,72.38276498933222
0,8,21,4.209195172556451,2.2777307725379683,75.1893788990434
0,9,5,3.2988222949220796,2.7069870199637918,76.23460795163109
0,9,6,7.440416276853095,6.408086007908384,72.25243203422134
0,9,7,6.461852897974057,6.58538163881709,72.13165283487191
0,9,8,6.756000844446508,7.276560558448208,72.44779083701044
0,9,9,4.457456856608457,3.3735124729228585,75.6480776247298
0,9,10,3.8626223672579396,3.7332892877805635,75.87014517266988
0,9,11,3.2997832302258896,2.942467277710518,76.97444449624699
0,9,12,3.4668948348924533,3.3379346361358153,76.56725563329049
0,9,13,2.8181700184246985,3.655761684460662,76.2189263033338
0,9,14,3.074516790990287,2.9972363247864013,76.99568931022426
0,9,15,3.6443692663334026,3.846404298293228,76.1532596802014
0,9,16,3.936281398508657,4.928773397065265,75.05070830808465
0,9,17,4.925780856179374,4.8060539060069205,74.50880132843282
0,9,18,6.04510398647622,4.343900425102026,74.43685092005317
0,9,19,6.093424904406977,4.644271882460337,73.56722757118794
0,9,20,5.146225258489635,2.551129139005577,74.46348617030687
0,9,21,3.0677643689943044,2.547330373236895,75.36829645229137
0,10,5,2.995449820916999,7.790141110998527,71.43991666154956
0,10,6,6.760734479478892,20.910446100660028,58.10272041304021
0,10,7,6.670281244948858,21.4435964476163,57.35833763220447
0,10,8,7.388956052000251,21.46678337017768,58.369963518833025
0,10,9,3.765919406687687,11.495350581208989,67.91864645020848
0,10,10,3.985833119597073,12.700293043439899,67.15568524882706
0,10,11,2.8066658059520666,11.201118453692677,68.57999184850638
0,10,12,3.409888648382123,10.624682745005364,69.35246153666725
0,10,13,3.4605475553321337,9.932623403839179,69.74685045482676
0,10,14,2.8296647247403026,10.768723547298412,69.05663048766615
0,10,15,3.7352012065507014,11.521041218985204,68.3674196677669
0,10,16,4.948955670409964,14.607708306522253,65.39195567197237
0,10,17,4.682464950924295,14.239984612873544,64.95128166648358
0,10,18,4.8709246858301745,14.092488005946818,65.21528759993653
0,10,19,5.33644202710829,15.124585087548537,63.77908451074769
0,10,20,3.349660910034103,7.553778457858825,70.25936862248214
0,10,21,2.7870922024645672,7.759145165921839,70.39624348883409
0,11,5,4.645256611004373,8.746224009800226,67.3389492627537
0,11,6,11.573056394148054,23.142470659614116,46.53330614757416
0,11,7,12.22442517893775,25.08603618569641,44.49672662544581
0,11,8,13.234260753307096,22.076426812775253,49.52779745936487
0,11,9,7.008056796793064,13.394038619634522,61.53266462736703
0,11,10,7.328714024562537,12.604539502834363,61.879859770555235
0,11,11,6.487537272601507,12.200677008557536,62.866852112550355
0,11,12,6.763685930691342,13.37264339798359,62.743504069375
0,11,13,6.099096433785824,12.495016445476205,63.35093044313638
0,11,14,6.422251048064198,11.85964050647929,63.619241029251064
0,11,15,6.782545003319413,13.855280959135511,61.294683711950796
0,11,16,8.913231291669733,16.413124064045373,57.89206289959673
0,11,17,8.545936732825455,15.188106047718636,58.30911235159039
0,11,18,8.713229200082088,13.646337568592472,60.28217923142615
0,11,19,8.419042952129036,15.079831959018398,57.11829550385833
0,11,20,5.159388932969516,10.26130038089923,65.15745717455243
0,11,21,4.27180830606851,9.130131483009768,65.53792031189283
0,12,5,5.232548668919763,7.526896235777449,65.04460169589602
0,12,6,13.470040732971055,23.622284218898894,36.38106266164632
0,12,7,13.08845964378056,20.133951031431724,37.45123523779464
0,12,8,12.10425310779769,22.347088467007378,39.28496210015518
0,12,9,7.630000110976181,13.25648343647938,55.906181301863825
0,12,10,6.585560188167367,12.69832842817761,55.76709153054498
0,12,11,6.186854476882832,10.617152082392874,58.43655450704031
0,12,12,5.918988064573953,12.073204173058743,56.58928796089021
0,12,13,5.920896456252286,12.029028917079442,57.24279798230921
0,12,14,7.230422471048507,11.81569108303947,59.033972417260095
0,12,15,6.097299117455109,13.258704862842855,54.13327796656305
0,12,16,9.862469468671613,18.558268329123777,49.19626403914456
0,12,17,7.831546768820505,15.644407167308039,50.49625195310286
0,12,18,9.470875025856891,15.750910902172302,54.002143355110746
0,12,19,7.145239899997628,14.412233860766662,49.8513015430893
0,12,20,4.939624748773851,9.320968421480815,60.776113501845465
0,12,21,5.110489106044655,9.214696016557516,61.433713401379975
0,13,5,5.614944453013,6.953959822087317,63.7055863268217
0,13,6,9.956318375603328,15.09290704512894,37.890200179564594
0,13,7,13.624133391145465,16.23966374399599,34.05782746195898
0,13,8,11.864511803632146,15.485315084218348,35.519394607257546
0,13,9,7.929576255213789,10.954306069490931,44.13714976892791
0,13,10,6.922834987570899,10.633822592098303,52.056103926017585
0,13,11,7.2603993347794145,9.844121494144291,55.85283234767544
0,13,12,6.023147916363608,8.770447872003881,53.84198800524994
0,13,13,6.988754141337291,9.819778203145013,54.411773920501496
0,13,14,5.378485430900981,9.440582364314473,54.97187548384661
0,13,15,6.75549462350443,11.41277733780288,49.4759952522646
0,13,16,10.120787465426602,16.038594421399438,40.61198652686665
0,13,17,7.087079694821559,12.388228375361935,42.79986406692126
0,13,18,8.720217158457041,12.476107452034663,48.600619937327814
0,13,19,7.109366467650865,10.870829894805764,50.473281696017565
0,13,20,4.794115207753547,6.175202076838924,59.3950266327601
0,13,21,5.073350539342777,7.694310950858469,58.812752989864286
0,14,5,6.076259794476779,5.708862358370151,64.07298376292833
0,14,6,12.166631892773559,12.2666985513772,38.01290805186399
0,14,7,15.755730075828545,13.859986026199055,35.8490948881969
0,14,8,14.873926765353415,12.607495683773193,37.78582568883777
0,14,9,8.953074435758204,9.032656071456254,44.057568133229864
0,14,10,8.012523813526082,8.883402433368863,51.1852253061748
0,14,11,8.219100462441475,7.255249979578725,56.816682830538184
0,14,12,7.067007368746407,7.622957261751284,53.28603811224506
0,14,13,7.132441465935545,7.096660699210388,54.44755468722665
0,14,14,7.29574780210703,8.84281987467734,53.424803411276294
0,14,15,7.02906357100531,8.82506252138457,47.679996301885346
0,14,16,13.729267311500607,13.792696838968238,39.34265888011549
0,14,17,9.041057346184216,8.35239581740703,43.34747261985468
0,14,18,9.955406443876756,9.305457980591262,49.81066261629393
0,14,19,9.784929668996108,8.217233044759336,52.04097832025434
0,14,20,5.857881313258602,5.620272581165825,59.63263536485287
0,14,21,5.913099525717378,6.037829675270916,58.688022840310744
0,15,5,4.262586560537818,6.922126687642577,61.41344363582357
0,15,6,9.346996731460344,13.384461759228202,31.87757421751284
0,15,7,9.96800172744329,13.640827560696836,33.386343355479966
0,15,8,11.823311895297524,14.56698560235917,33.634540477389116
0,15,9,6.553351921718497,9.204563227567784,42.2635183640779
0,15,10,6.380159015798732,9.367361904843124,48.19802241713041
0,15,11,6.087976972463249,8.507799959657653,54.396859843343776
0,15,12,5.413155772634204,7.843182158703191,50.85601172617607
0,15,13,4.964680850945718,8.457598410207536,50.86635426154228
0,15,14,4.580022576028527,8.87176044255139,49.20454810438571
0,15,15,5.652576779188192,8.737162185726932,44.595410895346596
0,15,16,10.594472537162348,13.874907307866975,36.06222410941087
0,15,17,6.688320951666237,9.40169892869161,42.21860500405034
0,15,18,6.490556129902613,10.182519394571521,44.30192469978195
0,15,19,6.019780307071208,8.747184439994703,49.732917498479694
0,15,20,4.7688794096841365,5.808050682016553,57.5924437061753
0,15,21,4.120603505365514,6.497646034324776,56.31098031135149
0,16,5,6.583333333333333,6.25,57.5
0,16,6,12.970906953169608,12.467017979928404,43.827769216104066
0,16,7,14.562957404739377,11.792441856950537,35.24375720363561
0,16,8,15.155056535773177,13.584105412094749,36.47380801888245
0,16,9,8.052216956716265,7.988483394229685,42.16496908661844
0,16,10,8.682919751543572,8.029703234337775,48.01984911457544
0,16,11,7.813361754779421,6.707123007816993,52.85106559627464
0,16,12,7.615541634598024,6.334920229834052,53.92269717438622
0,16,13,7.799493028360176,7.625169397614535,51.056199207998034
0,16,14,7.090656752855392,7.191611209999919,49.1405360315374
0,16,15,8.868356346567912,8.416344722134335,46.317462011121165
0,16,16,13.36147757778229,12.079334392715374,44.01162674968809
0,16,17,9.212972379487345,9.03883295074614,41.487016576664224
0,16,18,9.119490357387098,8.561208663929603,45.26391563211194
0,16,19,9.95512621479403,8.826334136814122,48.9966098828153
0,16,20,5.448085356561418,5.724140109449364,51.319206043077884
0,16,21,5.882115958872293,5.4921917797937345,57.526246119564135
0,16,22,4.602921471112008,6.133867230382576,52.68016170033434
0,17,6,14.046226147635435,10.747883841731955,48.58525452107233
0,17,7,16.231120579914382,10.66910734633529,40.805770437214704
0,17,8,17.461823964316448,10.61109436676552,43.32453761643338
0,17,9,10.209924156935392,5.810124410824897,45.46009773402233
0,17,10,9.369654613495056,5.458679939602085,52.3412038843691
0,17,11,8.123189380200715,4.888126253851115,54.71258947765677
0,17,12,8.24449113306037,5.197290294915608,58.589492177404445
0,17,13,7.467291565280689,5.346052614275241,52.934656944104184
0,17,14,8.221916861703878,4.696752824662661,52.597876335243804
0,17,15,8.507235035078978,5.380325558468615,51.12841795188339
0,17,16,13.07054247116398,8.352164881131019,48.54211377796949
0,17,17,11.420606149612851,7.002892456865365,45.44805644747498
0,17,18,11.724929785309278,7.260592226022774,49.72825319139844
0,17,19,11.341492764358108,6.7873376596125725,53.55076498756083
0,17,20,6.646409202671527,3.9170310293181476,53.2492115923597
0,17,21,6.638084041187519,3.532456038025119,61.01958247580756
0,17,22,6.417109020669901,3.2923292497260874,56.67064827357177
0,18,6,15.936879808261837,10.08116929436355,54.44096503497062
0,18,7,17.52761102023989,10.071940521541581,48.67066426152476
0,18,8,16.078108784931352,9.819307131151904,49.65724037395401
0,18,9,9.53643983187448,5.883441318550793,48.53898385975121
0,18,10,9.06265074072832,6.491114481427789,54.91274014366963
0,18,11,8.098577684844143,4.674460426189578,58.13670673631134
0,18,12,8.028644991002942,5.326057918073334,61.29207925033405
0,18,13,8.91108260902609,5.292190646986256,56.553548906144016
0,18,14,8.558187773870154,4.436078923278848,56.71998518583511
0,18,15,9.691289981490725,5.7779516812754474,55.04175625209867
0,18,16,12.218718455612098,8.323599501484539,52.43723273209705
0,18,17,9.590136587144865,6.893566376356545,47.80040012897057
0,18,18,11.233210398136714,6.858506629177738,54.1375894209092
0,18,19,10.081578014610047,7.007425207303637,56.610973439541816
0,18,20,5.915840466158812,3.449991853948118,55.71506020457039
0,18,21,6.3695629936847,3.8271444118553717,63.56200105763688
0,18,22,5.639188786775097,4.93852885799888,57.37130820234799
0,19,6,11.979026744713295,9.016765529933155,57.40322624975076
0,19,7,13.84636379196174,6.714452664691501,57.02640533406098
0,19,8,14.598665622036641,8.435248196615344,57.43907782323222
0,19,9,8.935885364631124,5.390231408563259,50.327978678563134
0,19,10,8.61470079681243,5.63831518941765,57.889125751064405
0,19,11,6.681902661453691,4.39122899795538,60.42738039980966
0,19,12,7.117839267647977,4.22714432169622,64.1827741962858
0,19,13,7.1143059452869055,3.810418867731739,59.85743598369918
0,19,14,7.442232286616416,4.623901867603065,59.538315604848464
0,19,15,8.292200730250235,4.074000869315317,59.25995611303359
0,19,16,11.637591857017652,7.599735283687154,56.47508930542755
0,19,17,11.650117060534235,7.199235759675373,48.669016423697585
0,19,18,11.27943931536793,5.705542235665541,57.48612770690631
0,19,19,8.36902071439447,5.397995610957753,61.26903358128255
0,19,20,4.580752280096491,3.3459658297403165,56.94984665492657
0,19,21,4.682597673381375,2.8854859405682145,65.35911279045004
0,19,22,6.582153908898462,3.302173290668634,60.65128882057781
0,20,6,10.854623256681073,8.128969449727071,62.517600718534986
0,20,7,18.173367729268378,8.431860139507346,64.60458796114055
0,20,8,16.968885446315262,9.323535316708279,65.08442795283919
0,20,9,10.837965759971107,5.937757448274618,55.22818699025962
0,20,10,10.372653740723935,4.92604539520614,63.33573409658221
0,20,11,8.801393898670778,4.055582333816244,65.17319196466418
0,20,12,8.112178195655792,4.277721637116276,68.01723075482532
0,20,13,9.555500418654411,3.6120625317003143,65.80087387065328
0,20,14,7.956416679724029,4.256343351117432,63.23838893345506
0,20,15,9.946068976177841,4.4924472248492044,64.71357786436222
0,20,16,11.710557383165709,6.072621293988712,63.05837320401821
0,20,17,12.798923005261056,6.097261983148815,54.59366094474005
0,20,18,11.91285648739,5.302013850217516,64.0969703440788
0,20,19,10.456376643330552,5.925488843211012,65.79992138140209
0,20,20,6.166022783393655,3.636999461627484,59.47886997669274
0,20,21,6.462557143328481,2.9281241848387443,68.89354574893979
0,20,22,6.706407066730487,3.014936387114003,64.3427595001943
0,21,6,9.400667942810758,15.964802594674712,58.11510974245164
0,21,7,14.371019267560238,17.003901516848344,60.238227160919024
0,21,8,11.406993059000916,17.011584550392712,59.4798364614474
0,21,9,11.422442149751848,8.787707824675685,57.86292131533579
0,21,10,9.31376142724074,10.408345548177252,62.2411499756457
0,21,11,7.8591123939757885,8.918996772313507,64.11330758632647
0,21,12,7.621775210056856,8.19183236714258,67.44717359773959
0,21,13,8.460966339249717,8.919245889498951,65.34259432040405
0,21,14,9.608881679303915,8.459934099427421,64.38733651333156
0,21,15,8.60257484157749,9.576305664022371,63.739847041917336
0,21,16,12.402874585613757,15.401978180165331,58.24412890776158
0,21,17,12.036596511598193,10.829461394942186,59.80648146132993
0,21,18,10.847317108729698,11.71926104248809,63.225026410320396
0,21,19,9.609414347155752,11.137975695336214,63.86197443057923
0,21,20,6.278413558784932,5.884837029494235,61.13074817506714
0,21,21,5.568867597617106,5.650263067884158,68.81215027867273
0,21,22,6.066237495438081,5.453986177504436,64.95501081812795
0,22,6,12.155672145033405,10.204006097346891,60.06677579013815
0,22,7,14.752734185254326,12.749833324765811,62.23598854494006
0,22,8,12.374685472091072,13.446865137873628,58.412350429390735
0,22,9,8.181267938530366,6.816668049480855,58.689902907816936
0,22,10,8.093170305190355,8.497271023740693,61.632408830197
0,22,11,6.968241643592756,6.659178312118544,64.42237091780068
0,22,12,5.68348933153401,6.4815373266640215,66.64912560260959
0,22,13,7.608975442921531,6.1554706365501035,66.79609912677547
0,22,14,7.512149348060489,6.577197600545961,65.32228826084608
0,22,15,7.9676897302265814,6.615654830756185,65.09188194138774
0,22,16,13.17784252909835,11.490411548982127,59.9315598878778
0,22,17,8.653902983845915,8.87799333339862,59.56560466878474
0,22,18,9.156301674672067,8.240735390000511,64.94246326749662
0,22,19,9.978012690059103,8.26452391442805,64.16316980885988
0,22,20,5.222372690192079,5.021880301277892,62.418331492706024
0,22,21,5.231451474937164,5.272130931688443,68.77147082192145
0,22,22,4.194196254924143,3.8427850405821027,65.30642203246998
0,23,6,11.097850795037361,8.887976316742739,62.84457000055254
0,23,7,9.796225024908917,7.8358045909986975,61.87862015412645
0,23,8,9.62020586662085,7.718674149259786,61.58660855068832
0,23,9,5.562430555218825,5.427587320418637,57.76811679859399
0,23,10,6.1858647746309625,5.113999063508659,64.04335331056917
0,23,11,5.183143225696472,4.583917392493461,64.64082319331445
0,23,12,5.166869322042951,3.8994784462994985,67.0684612262021
0,23,13,5.332676249987609,4.361478775649597,68.30502471838632
0,23,14,5.915792373287949,3.8882480336554233,68.05191858783155
0,23,15,6.12077316501548,4.212850830073837,66.7885645610869
0,23,16,9.251288383762349,6.911777495622452,63.497304677853855
0,23,17,6.40560506139473,5.386979051809833,61.28360810209357
0,23,18,6.893325858233473,5.862315954633887,64.43480123744092
0,23,19,7.620878590930034,6.1931690040483005,65.73613380615659
0,23,20,4.406436153297949,3.179468417452374,62.95979078882087
0,23,21,3.664105116129783,3.347878092135026,69.75490515913424
0,23,22,3.889889691291748,3.2963924319698923,65.82245036141794
1,1,5,2.8814740799541148,0.0,2.8814740799541148
1,1,6,3.326246764137388,0.0,3.326246764137388
1,1,7,3.1675848620408296,0.0,3.1675848620408296
1,1,8,3.132357026857273,0.0,3.132357026857273
1,1,9,3.9000668174285447,0.0,3.9000668174285447
1,1,10,4.5730988439347255,0.0,4.5730988439347255
1,1,11,5.1021913158181125,0.0,5.1021913158181125
1,1,12,4.964861639542993,0.0,4.964861639542993
1,1,13,5.302297523881126,0.0,5.302297523881126
1,1,14,5.124435790889353,0.0,5.124435790889353
1,1,15,4.433480973378232,0.0,4.433480973378232
1,1,16,7.54676163120547,0.0,7.54676163120547
1,1,17,10.683681201584056,0.0,10.683681201584056
1,1,18,9.818572426988293,0.0,9.818572426988293
1,1,19,10.838207100402476,0.0,10.838207100402476
1,1,20,2.519374013868699,0.0,2.519374013868699
1,1,21,2.9019565509026424,0.0,2.9019565509026424
1,2,5,6.246874028760231,2.7628484949494907,6.365499613764854
1,2,6,5.272495086153531,3.1437301918729372,5.45501165841798
1,2,7,5.095044360924408,2.957601273644398,5.30502794932084
1,2,8,5.189423010285379,2.9119034939703656,5.409876543172287
1,2,9,6.155818388272557,3.6616100353051753,6.394275170395926
1,2,10,6.025007370674931,4.397878479575989,6.200227735033668
1,2,11,7.184273758917924,4.793569646845909,7.492895427890127
1,2,12,7.039166864325964,4.767087921531988,7.23694058233697
1,2,13,6.605022365711442,5.105579145195673,6.801740744396896
1,2,14,7.303463699631291,4.852355800835285,7.57554368968536
1,2,15,7.929875189550484,4.374681178019805,7.9886749849089105
1,2,16,11.070563261397028,7.263986890744429,11.35333800185807
1,2,17,16.53742005170733,10.5775967697638,16.643504483527586
1,2,18,17.147257700084094,9.780450679240557,17.185379447831828
1,2,19,17.44872299922198,10.745742408241966,17.54118769138249
1,2,20,4.966677423096392,2.1977543752009674,5.2882970617641245
1,2,21,5.594011284860545,2.771002711177203,5.724965124585984
1,3,5,6.498764393986774,5.369636577102924,7.494627430648703
1,3,6,7.144342463311674,4.647544836665442,7.951809285064215
1,3,7,5.859149356541656,4.954272353875347,6.2099049519871485
1,3,8,6.245032267653969,5.062439418331784,6.592469392494473
1,3,9,8.141863729229511,6.079131352272721,8.457007547352719
1,3,10,8.71813090783661,6.009109536056798,8.909249106813482
1,3,11,9.670167129217422,6.863982555014043,10.299080002093506
1,3,12,9.401000385413314,6.732032223545854,9.90590874420443
1,3,13,10.218715186784921,6.644617544727072,10.375838386454745
1,3,14,9.580524289454738,7.250367731723363,9.905700247416735
1,3,15,10.325956073879933,7.853520978394317,10.461110080394525
1,3,16,14.198780957817545,11.17111175895718,14.381007200718436
1,3,17,19.89841432626962,16.600744484136687,19.94117432566052
1,3,18,20.321771710783334,16.765806461922825,20.741344696692337
1,3,19,20.682048465791084,17.535881438576634,20.68735471859694
1,3,20,5.985384395909474,4.491201881075674,6.782479576597924
1,3,21,7.221759960875809,5.334142584629283,7.61258250083251
1,4,5,3.8693283357252226,5.41513547548231,5.948820290891617
1,4,6,3.4420055684026987,5.977901863775917,5.415912989690997
1,4,7,3.2000073616625984,5.1130818582277735,4.296830455421974
1,4,8,2.6770758800880468,5.415293007057396,3.854252265525125
1,4,9,4.295041788991657,6.946151039090464,5.805898297253911
1,4,10,3.9125475795846647,7.448574589201631,5.373222097196514
1,4,11,5.390566065943208,9.287279099279674,6.402366968757041
1,4,12,4.540319718234404,8.182550771831453,6.26367769060738
1,4,13,5.885161154210576,9.01074301473582,7.250256525929502
1,4,14,5.277140255592967,7.442106863393246,7.740733639616458
1,4,15,5.692470294612625,9.209424904334677,6.944155470672473
1,4,16,6.954644822150601,13.0991189392603,8.236533083608737
1,4,17,11.452989892499359,18.172834480435267,13.22132973772461
1,4,18,11.02451679315768,19.302269577460237,12.463591912389779
1,4,19,10.006749254107008,19.173873360252447,11.520230612451499
1,4,20,3.929699594045248,5.534299134207579,5.177880036435592
1,4,21,2.931736653747306,5.801492066561349,4.742827088018468
1,5,5,3.477873409694452,4.014042891727645,5.412650808858423
1,5,6,3.6672358184541056,3.836894245470553,5.24625456267455
1,5,7,2.639047149337895,3.2459609994881204,3.689916605271749
1,5,8,3.6983490506693073,3.289219688296878,4.263381627897554
