direction,stop_seq,arr_time,dep_time,dwell_s,load_after,cap,forecast
0,15,09:32:12,09:33:00,48,44,80,40
0,9,09:32:48,09:33:25,37,76,80,73
0,21,09:32:51,09:33:36,45,36,80,50
0,2,09:33:54,09:34:26,32,48,80,43
0,16,09:36:07,09:36:34,27,45,80,40
0,22,09:37:06,09:37:32,26,40,80,57
0,10,09:37:08,09:37:48,40,70,80,72
0,3,09:38:17,09:38:50,33,69,80,52
0,17,09:40:05,09:40:32,27,50,80,42
0,23,09:41:09,09:41:51,42,44,80,59
0,11,09:41:31,09:41:59,28,57,80,64
0,4,09:42:41,09:43:21,40,78,80,69
0,18,09:43:41,09:44:12,31,55,80,37
0,12,09:45:07,09:45:38,31,55,80,51
0,5,09:46:58,09:47:18,20,77,80,73
0,19,09:47:27,09:48:00,33,58,80,42
0,13,09:48:43,09:49:28,45,48,80,38
0,6,09:50:25,09:50:50,25,78,80,75
0,20,09:51:04,09:51:26,22,66,80,41
0,14,09:53:23,09:53:57,34,49,80,36
0,7,09:54:10,09:54:41,31,78,80,75
0,21,09:55:24,09:55:53,29,75,80,46
0,15,09:57:23,09:57:54,31,39,80,35
0,8,09:58:15,09:58:52,37,75,80,77
0,22,09:59:42,10:00:07,25,70,80,46
0,1,10:00:00,10:00:41,41,24,80,27
0,16,10:01:27,10:01:56,29,44,80,49
0,9,10:01:54,10:02:24,30,72,80,76
0,23,10:03:36,10:04:03,27,68,80,63
0,2,10:03:41,10:04:07,26,43,80,45
0,10,10:05:36,10:06:20,44,64,80,68
0,17,10:05:52,10:06:14,22,53,80,51
0,3,10:07:10,10:07:49,39,61,80,60
0,11,10:10:06,10:10:31,25,64,80,60
0,18,10:10:09,10:10:42,33,60,80,53
0,4,10:11:22,10:12:02,40,76,80,71
0,19,10:14:04,10:14:29,25,65,80,56
0,12,10:14:19,10:14:58,39,51,80,54
0,5,10:15:52,10:16:25,33,79,80,73
0,20,10:17:32,10:17:55,23,68,80,61
0,13,10:18:54,10:19:27,33,50,80,50
0,6,10:19:31,10:20:07,36,77,80,74
0,21,10:21:33,10:21:57,24,67,80,61
0,14,10:23:09,10:23:59,50,50,80,50
0,7,10:23:19,10:23:59,40,78,80,76
0,22,10:25:03,10:25:31,28,71,80,60
0,8,10:27:13,10:27:58,45,78,80,74
0,15,10:27:42,10:28:19,37,50,80,46
0,23,10:28:39,10:29:13,34,71,80,68
0,1,10:30:00,10:30:22,22,28,80,27
0,9,10:31:39,10:32:16,37,76,80,71
0,16,10:31:52,10:32:37,45,49,80,47
0,2,10:33:38,10:34:06,28,52,80,47
0,17,10:35:41,10:36:22,41,62,80,53
0,10,10:35:52,10:36:23,31,59,80,63
0,3,10:37:38,10:37:58,20,71,80,68
0,11,10:39:38,10:40:21,43,54,80,62
0,18,10:39:59,10:40:30,31,59,80,60
0,4,10:41:58,10:42:42,44,78,80,74
0,12,10:43:42,10:44:09,27,44,80,48
0,19,10:43:50,10:44:25,35,64,80,64
0,5,10:46:28,10:46:58,30,80,80,76
0,20,10:47:31,10:48:06,35,74,80,65
0,13,10:47:37,10:48:21,44,44,80,48
0,6,10:50:21,10:50:50,29,75,80,74
0,21,10:51:30,10:51:58,28,61,80,64
0,14,10:51:57,10:52:23,26,50,80,50
0,7,10:53:53,10:54:31,38,76,80,76
0,22,10:55:37,10:56:22,45,58,80,66
0,15,10:56:19,10:56:45,26,47,80,51
0,8,10:58:16,10:58:45,29,76,80,75
0,23,10:59:26,11:00:03,37,58,80,69
0,1,11:00:00,11:00:44,44,15,80,21
0,16,11:00:01,11:00:21,20,48,80,49
0,9,11:01:47,11:02:07,20,76,80,77
0,17,11:03:40,11:04:11,31,52,80,52
0,2,11:03:57,11:04:35,38,27,80,35
0,10,11:05:07,11:05:35,28,73,80,70
0,18,11:07:19,11:07:40,21,56,80,56
0,3,11:07:49,11:08:33,44,39,80,48
0,11,11:09:25,11:09:55,30,74,80,64
0,19,11:11:14,11:11:36,22,61,80,56
0,4,11:12:15,11:12:38,23,54,80,63
0,12,11:13:24,11:13:51,27,69,80,58
0,20,11:15:11,11:15:56,45,66,80,62
0,5,11:16:14,11:16:57,43,69,80,72
0,13,11:16:56,11:17:35,39,73,80,54
0,21,11:19:54,11:20:16,22,64,80,63
0,6,11:20:26,11:21:08,42,77,80,76
0,14,11:20:40,11:21:09,29,74,80,53
0,22,11:23:48,11:24:13,25,64,80,63
0,15,11:24:22,11:25:04,42,65,80,53
0,7,11:24:54,11:25:39,45,80,80,76
0,23,11:28:04,11:28:24,20,60,80,61
0,16,11:28:18,11:28:54,36,68,80,50
0,8,11:28:49,11:29:14,25,75,80,76
0,1,11:30:00,11:30:29,29,34,80,16
0,17,11:32:36,11:33:02,26,72,80,51
0,9,11:32:55,11:33:23,28,78,80,75
0,2,11:34:25,11:34:54,29,49,80,29
0,18,11:36:05,11:36:25,20,76,80,59
0,10,11:36:54,11:37:41,47,73,80,72
0,3,11:38:00,11:38:22,22,60,80,40
0,19,11:39:29,11:40:02,33,74,80,60
0,11,11:41:12,11:41:50,38,62,80,72
0,4,11:41:49,11:42:16,27,80,80,53
0,20,11:43:10,11:43:37,27,75,80,63
0,12,11:45:39,11:46:08,29,58,80,66
0,5,11:45:58,11:46:27,29,78,80,66
0,21,11:47:27,11:47:56,29,69,80,63
0,13,11:49:19,11:49:47,28,58,80,71
0,6,11:49:30,11:49:51,21,73,80,74
0,22,11:51:07,11:51:38,31,69,80,64
0,14,11:53:07,11:53:34,27,57,80,72
0,7,11:53:14,11:53:38,24,77,80,75
0,23,11:54:58,11:55:33,35,68,80,60
0,15,11:57:33,11:58:05,32,60,80,66
0,8,11:57:38,11:58:13,35,74,80,73
0,1,12:00:00,12:00:29,29,18,80,22
0,9,12:01:15,12:01:47,32,74,80,76
0,16,12:01:34,12:02:00,26,67,80,52
0,2,12:03:32,12:04:08,36,31,80,35
0,10,12:05:29,12:06:17,48,74,80,68
0,17,12:05:52,12:06:17,25,66,80,54
0,3,12:07:31,12:07:57,26,39,80,49
0,18,12:09:29,12:10:14,45,71,80,59
0,11,12:09:36,12:10:08,32,68,80,63
0,4,12:11:43,12:12:08,25,61,80,63
0,12,12:13:17,12:13:56,39,63,80,58
0,19,12:13:25,12:13:51,26,71,80,60
0,5,12:15:53,12:16:29,36,74,80,73
0,20,12:17:20,12:17:42,22,76,80,65
0,13,12:17:42,12:18:24,42,66,80,53
0,6,12:19:40,12:20:14,34,79,80,76
0,21,12:20:54,12:21:17,23,74,80,64
0,14,12:21:50,12:22:30,40,63,80,54
0,7,12:23:54,12:24:15,21,79,80,76
0,22,12:25:16,12:25:54,38,74,80,64
0,15,12:25:57,12:26:24,27,55,80,52
0,8,12:27:48,12:28:26,38,76,80,76
0,23,12:29:33,12:30:13,40,72,80,66
0,16,12:29:38,12:30:16,38,58,80,63
0,1,12:30:00,12:30:43,43,23,80,19
0,9,12:31:49,12:32:22,33,78,80,74
0,17,12:33:36,12:34:08,32,60,80,65
0,2,12:34:17,12:34:37,20,43,80,33
0,10,12:35:40,12:36:05,25,69,80,73
0,18,12:37:42,12:38:08,26,66,80,69
0,3,12:38:11,12:38:41,30,62,80,39
0,11,12:39:06,12:39:55,49,62,80,68
0,19,12:42:00,12:42:32,32,72,80,70
0,4,12:42:02,12:42:33,31,79,80,59
0,12,12:43:15,12:44:01,46,52,80,63
0,5,12:46:04,12:46:44,40,78,80,72
0,20,12:46:24,12:47:00,36,75,80,74
0,13,12:48:01,12:48:42,41,48,80,63
0,6,12:49:54,12:50:23,29,80,80,74
0,21,12:50:40,12:51:19,39,76,80,72
0,14,12:52:09,12:52:59,50,43,80,61
0,7,12:53:47,12:54:16,29,75,80,74
0,22,12:54:30,12:55:12,42,68,80,72
0,15,12:56:38,12:57:28,50,44,80,55
0,8,12:57:19,12:57:49,30,76,80,74
0,23,12:58:58,12:59:37,39,73,80,70
0,1,13:00:00,13:00:42,42,22,80,21
0,16,13:00:48,13:01:25,37,48,80,52
0,9,13:01:33,13:02:03,30,78,80,76
0,2,13:04:29,13:04:58,29,41,80,35
0,17,13:05:13,13:05:36,23,46,80,54
0,10,13:05:18,13:05:54,36,71,80,70
0,3,13:08:26,13:08:55,29,52,80,45
0,18,13:09:31,13:10:02,31,51,80,59
0,11,13:09:38,13:10:27,49,65,80,64
0,4,13:12:27,13:12:51,24,74,80,63
0,19,13:13:54,13:14:25,31,53,80,61
0,12,13:14:18,13:15:04,46,56,80,59
0,5,13:16:38,13:17:01,23,79,80,72
0,20,13:18:12,13:18:56,44,58,80,64
0,13,13:19:00,13:19:29,29,55,80,55
0,6,13:20:30,13:20:51,21,80,80,75
0,21,13:21:57,13:22:26,29,53,80,65
0,14,13:23:07,13:23:41,34,56,80,55
0,7,13:24:50,13:25:26,36,78,80,76
0,22,13:25:52,13:26:28,36,60,80,65
0,15,13:26:41,13:27:28,47,51,80,52
0,8,13:28:47,13:29:12,25,76,80,76
0,23,13:29:52,13:30:18,26,61,80,68
0,1,13:30:00,13:30:38,38,13,80,22
0,16,13:31:23,13:31:48,25,55,80,52
0,9,13:33:11,13:33:33,22,74,80,76
0,2,13:34:10,13:34:30,20,29,80,38
0,17,13:34:52,13:35:29,37,53,80,51
0,10,13:36:55,13:37:34,39,73,80,70
0,3,13:38:05,13:38:44,39,37,80,48
0,18,13:38:42,13:39:14,32,58,80,52
0,11,13:41:08,13:41:55,47,61,80,67
0,4,13:42:05,13:42:49,44,55,80,67
0,19,13:42:39,13:43:21,42,63,80,54
0,12,13:44:56,13:45:36,40,49,80,58
0,5,13:46:14,13:46:51,37,65,80,74
0,20,13:46:56,13:47:40,44,71,80,58
0,13,13:49:33,13:50:01,28,50,80,56
0,6,13:50:24,13:50:58,34,70,80,74
0,21,13:51:04,13:51:45,41,68,80,54
0,14,13:53:33,13:54:08,35,52,80,57
0,7,13:54:25,13:55:02,37,75,80,75
0,22,13:55:00,13:55:45,45,72,80,61
0,15,13:57:59,13:58:27,28,45,80,52
0,8,13:58:15,13:58:41,26,76,80,76
0,23,13:58:48,13:59:18,30,74,80,61
0,1,14:00:00,14:00:40,40,21,80,21
0,16,14:01:46,14:02:21,35,46,80,52
0,9,14:02:26,14:02:55,29,77,80,76
0,2,14:03:44,14:04:06,22,35,80,35
0,17,14:05:47,14:06:07,20,52,80,55
0,10,14:06:28,14:07:14,46,73,80,70
0,3,14:07:11,14:07:49,38,47,80,46
0,18,14:09:58,14:10:25,27,54,80,59
0,11,14:10:34,14:11:15,41,68,80,65
0,4,14:10:57,14:11:38,41,70,80,62
0,19,14:14:24,14:14:45,21,57,80,62
0,12,14:14:30,14:15:11,41,68,80,60
0,5,14:15:13,14:15:39,26,77,80,72
0,20,14:18:26,14:18:48,22,61,80,65
0,6,14:18:45,14:19:07,22,78,80,75
0,13,14:18:57,14:19:38,41,64,80,57
0,21,14:22:29,14:22:52,23,65,80,64
0,7,14:22:36,14:23:09,33,76,80,76
0,14,14:23:04,14:23:50,46,66,80,56
0,8,14:26:24,14:26:46,22,80,80,76
0,22,14:26:34,14:26:59,25,68,80,65
0,15,14:27:23,14:28:08,45,54,80,53
0,1,14:30:00,14:30:20,20,15,80,20
0,9,14:30:03,14:30:24,21,78,80,76
0,23,14:30:18,14:30:46,28,71,80,66
0,16,14:31:19,14:31:46,27,56,80,53
0,10,14:33:41,14:34:21,40,66,80,73
0,2,14:34:02,14:34:30,28,32,80,37
0,17,14:35:17,14:36:02,45,57,80,53
0,11,14:37:31,14:38:09,38,58,80,67
0,3,14:37:41,14:38:17,36,48,80,48
0,18,14:39:24,14:40:06,42,62,80,55
0,12,14:41:40,14:42:18,38,57,80,66
0,4,14:42:14,14:42:42,28,75,80,66
0,19,14:43:07,14:43:37,30,58,80,58
0,13,14:46:05,14:46:43,38,53,80,65
0,5,14:46:42,14:47:18,36,78,80,74
0,20,14:46:52,14:47:35,43,62,80,61
0,14,14:50:05,14:50:44,39,57,80,66
0,6,14:51:00,14:51:28,28,79,80,76
0,21,14:51:08,14:51:40,32,65,80,65
0,15,14:54:37,14:55:04,27,53,80,54
0,7,14:54:51,14:55:16,25,78,80,76
0,22,14:55:17,14:55:40,23,69,80,68
0,8,14:58:42,14:59:27,45,77,80,75
0,16,14:58:42,14:59:19,37,54,80,54
0,23,14:59:32,14:59:58,26,70,80,70
0,1,15:00:00,15:00:34,34,34,80,25
0,9,15:03:11,15:03:44,33,76,80,76
0,17,15:03:17,15:03:40,23,59,80,56
0,2,15:04:02,15:04:23,21,50,80,40
0,10,15:06:48,15:07:15,27,70,80,69
0,18,15:07:23,15:07:50,27,65,80,59
0,3,15:07:39,15:08:06,27,58,80,54
0,11,15:10:51,15:11:32,41,59,80,63
0,19,15:11:20,15:11:48,28,72,80,62
0,4,15:11:40,15:12:02,22,77,80,72
0,12,15:15:03,15:15:31,28,47,80,55
0,5,15:15:25,15:16:04,39,78,80,75
0,20,15:15:45,15:16:20,35,75,80,65
0,13,15:18:49,15:19:32,43,44,80,53
0,6,15:19:35,15:20:20,45,78,80,76
0,21,15:19:39,15:19:59,20,67,80,65
0,22,15:23:05,15:23:34,29,70,80,65
0,14,15:23:30,15:23:58,28,41,80,51
0,7,15:24:12,15:24:52,40,76,80,76
0,15,15:27:06,15:27:51,45,37,80,50
0,23,15:27:07,15:27:47,40,72,80,66
0,8,15:28:05,15:28:35,30,76,80,76
0,1,15:30:00,15:30:44,44,32,80,31
0,16,15:31:17,15:32:02,45,39,80,52
0,9,15:32:04,15:32:31,27,74,80,76
0,2,15:34:24,15:34:54,30,47,80,47
0,17,15:35:04,15:35:38,34,41,80,59
0,10,15:36:01,15:36:45,44,71,80,71
0,3,15:38:30,15:39:01,31,57,80,57
0,18,15:39:18,15:39:47,29,45,80,65
0,11,15:40:00,15:40:30,30,60,80,61
0,4,15:42:37,15:43:13,36,78,80,72
0,19,15:43:29,15:43:51,22,47,80,69
0,12,15:44:22,15:45:06,44,56,80,52
0,5,15:46:26,15:46:57,31,76,80,76
0,20,15:47:34,15:47:59,25,64,80,74
0,13,15:48:30,15:49:10,40,52,80,49
0,6,15:50:17,15:50:49,32,75,80,75
0,21,15:51:12,15:51:43,31,67,80,67
0,14,15:52:26,15:53:02,36,50,80,44
0,7,15:54:06,15:54:45,39,74,80,75
0,22,15:54:59,15:55:29,30,69,80,69
0,15,15:56:16,15:57:06,50,47,80,44
0,8,15:57:45,15:58:15,30,75,80,76
0,23,15:58:41,15:59:25,44,69,80,71
0,1,16:00:00,16:00:29,29,24,80,25
0,16,16:00:23,16:01:00,37,45,80,55
0,9,16:01:44,16:02:21,37,76,80,75
0,2,16:04:34,16:05:18,44,42,80,40
0,17,16:05:29,16:06:02,33,42,80,52
0,10,16:06:35,16:07:00,25,71,80,68
0,3,16:09:55,16:10:23,28,53,80,58
0,18,16:10:36,16:11:01,25,45,80,54
0,11,16:11:51,16:12:34,43,71,80,60
0,19,16:15:08,16:15:50,42,49,80,58
0,4,16:15:16,16:16:00,44,75,80,73
0,12,16:16:51,16:17:39,48,60,80,56
0,20,16:20:30,16:20:54,24,48,80,65
0,5,16:20:49,16:21:15,26,79,80,75
0,13,16:21:44,16:22:10,26,57,80,55
0,21,16:25:44,16:26:25,41,54,80,61
0,6,16:26:15,16:26:50,35,77,80,76
0,14,16:26:51,16:27:24,33,59,80,53
0,1,16:30:00,16:30:33,33,21,80,20
0,22,16:30:26,16:30:51,25,58,80,62
0,7,16:31:36,16:32:06,30,77,80,75
0,15,16:31:46,16:32:12,26,55,80,55
0,2,16:35:19,16:35:43,24,33,80,32
0,23,16:35:50,16:36:19,29,60,80,65
0,8,16:36:16,16:36:51,35,79,80,75
0,16,16:36:34,16:37:17,43,63,80,52
0,3,16:40:23,16:40:45,22,49,80,54
0,9,16:40:54,16:41:22,28,74,80,76
0,17,16:41:34,16:42:11,37,65,80,53
0,4,16:45:10,16:45:44,34,70,80,67
0,10,16:45:42,16:46:07,25,78,80,70
0,18,16:46:48,16:47:18,30,69,80,50
0,5,16:50:11,16:50:38,27,78,80,72
0,11,16:50:25,16:50:59,34,66,80,70
0,19,16:51:20,16:51:56,36,73,80,51
0,6,16:55:11,16:55:50,39,78,80,75
0,12,16:55:46,16:56:36,50,57,80,64
0,20,16:56:12,16:56:48,36,74,80,53
0,1,17:00:00,17:00:42,42,14,80,19
0,7,17:00:01,17:00:40,39,77,80,71
0,13,17:00:39,17:01:50,71,47,80,54
0,21,17:01:25,17:01:48,23,74,80,62
0,2,17:04:45,17:05:05,20,23,80,32
0,8,17:05:21,17:05:44,23,79,80,75
0,14,17:05:56,17:06:53,57,44,80,54
0,22,17:05:59,17:06:39,40,69,80,62
0,3,17:09:48,17:10:13,25,36,80,48
0,9,17:10:04,17:10:32,28,74,80,75
0,23,17:11:13,17:11:47,34,71,80,62
0,15,17:11:32,17:12:32,60,43,80,57
0,4,17:14:23,17:14:53,30,58,80,57
0,10,17:15:18,17:16:09,51,72,80,69
0,16,17:17:18,17:17:44,26,42,80,52
0,5,17:19:29,17:19:54,25,68,80,63
0,11,17:20:47,17:21:37,50,73,80,61
0,17,17:21:51,17:22:18,27,49,80,54
0,6,17:24:02,17:24:26,24,68,80,65
0,12,17:26:14,17:27:27,73,70,80,59
0,18,17:27:02,17:27:38,36,49,80,53
0,7,17:29:26,17:29:58,32,69,80,75
0,1,17:30:00,17:30:42,42,19,80,15
0,13,17:31:53,17:33:06,73,63,80,53
0,19,17:32:12,17:32:44,32,51,80,53
0,8,17:34:02,17:34:25,23,69,80,73
0,2,17:35:25,17:35:56,31,31,80,28
0,14,17:37:11,17:38:06,55,59,80,54
0,20,17:37:18,17:37:46,28,54,80,58
0,9,17:38:27,17:39:12,45,72,80,73
0,3,17:40:26,17:41:01,35,38,80,35
0,15,17:42:10,17:43:21,71,51,80,50
0,21,17:42:34,17:43:17,43,56,80,74
0,10,17:43:38,17:44:41,63,66,80,70
0,4,17:45:37,17:45:59,22,52,80,55
0,22,17:47:31,17:48:03,32,58,80,68
0,16,17:48:19,17:48:51,32,49,80,47
0,11,17:49:31,17:50:34,63,64,80,72
0,5,17:50:39,17:51:18,39,57,80,63
0,23,17:52:09,17:52:39,30,58,80,70
0,17,17:53:29,17:54:07,38,52,80,46
0,12,17:55:10,17:56:13,63,64,80,69
0,6,17:56:02,17:56:27,25,65,80,68
0,18,17:59:05,17:59:43,38,47,80,50
0,1,18:00:00,18:00:28,28,15,80,19
0,13,18:00:56,18:02:07,71,64,80,54
0,7,18:00:58,18:01:38,40,70,80,70
0,19,18:04:01,18:04:25,24,47,80,59
0,2,18:05:15,18:05:36,21,29,80,32
0,14,18:06:33,18:07:41,68,61,80,55
0,8,18:06:36,18:07:07,31,76,80,73
0,20,18:09:03,18:09:38,35,51,80,64
0,3,18:09:39,18:09:59,20,37,80,46
0,9,18:11:22,18:11:43,21,78,80,75
0,15,18:12:22,18:13:37,75,58,80,54
0,4,18:14:20,18:14:52,32,51,80,56
0,21,18:14:31,18:14:58,27,53,80,65
0,10,18:16:17,18:17:08,51,76,80,69
0,16,18:17:51,18:18:24,33,56,80,52
